File created on 2025-11-10T15:36:18.913383
Source data: ac_h0s_mfi_20120122000004_20120122235948_cdaweb.cdf
Ballistically propagted from L1 to upstream BATS-R-US boundary

File created on 2025-11-10 15:36:18.913263#COOR
GSM

#SATELLITEXYZ
208.861
  0.000
  0.000


#START
2012 01 22 07 15 57 315       -3.20       4.68      28.76    -383.83     -18.37       8.79     417.05  116251.66
2012 01 22 07 16 20 922       -3.72       5.65      28.52    -382.99     -22.57       9.95     416.94  117368.41
2012 01 22 07 16 44 566       -3.31       5.21      28.78    -382.15     -26.76      11.11     416.83  118485.16
2012 01 22 07 17 08 240       -2.84       5.31      29.08    -381.31     -30.96      12.27     416.72  119601.91
2012 01 22 07 17 14 165       -2.78       5.17      29.12    -381.10     -32.01      12.56     416.69  119881.10
2012 01 22 07 17 24 426       -2.59       4.78      29.24    -381.29     -31.61      12.80     416.61  119818.86
2012 01 22 07 17 38 108       -1.81       4.09      29.33    -381.54     -31.08      13.11     416.50  119735.87
2012 01 22 07 17 51 796       -1.35       2.83      29.43    -381.79     -30.55      13.43     416.39  119652.89
2012 01 22 07 18 05 485       -0.59       1.08      29.27    -382.05     -30.02      13.74     416.28  119569.90
2012 01 22 07 18 08 908       -0.55       1.01      29.31    -382.11     -29.89      13.82     416.26  119549.15
2012 01 22 07 18 19 179       -0.42       0.80      29.41    -382.30     -29.49      14.05     416.18  119486.91
2012 01 22 07 18 32 873        0.50      -1.10      28.76    -382.55     -28.96      14.37     416.07  119403.92
2012 01 22 07 18 46 574       -0.55      -0.04      28.24    -382.81     -28.43      14.68     415.96  119320.94
2012 01 22 07 19 00 274       -4.34       8.11      27.38    -383.06     -27.90      14.99     415.85  119237.95
2012 01 22 07 19 03 700       -4.38       8.14      27.35    -383.12     -27.77      15.07     415.82  119217.20
2012 01 22 07 19 16 662       -4.49       8.23      27.26    -383.02     -32.30      17.27     415.74  119613.82
2012 01 22 07 19 33 948       -4.54       8.63      26.96    -382.88     -38.35      20.19     415.63  120142.65
2012 01 22 07 19 51 232       -4.64       8.84      26.75    -382.73     -44.39      23.12     415.52  120671.47
2012 01 22 07 20 08 520       -4.56      10.22      26.25    -382.59     -50.43      26.04     415.41  121200.29
2012 01 22 07 20 12 841       -4.45       9.62      26.51    -382.56     -51.94      26.77     415.38  121332.50
2012 01 22 07 20 23 319       -4.11       7.82      27.30    -382.72     -48.89      25.30     415.30  122204.75
2012 01 22 07 20 37 293       -4.09       7.15      27.52    -382.95     -44.84      23.34     415.19  123367.75
2012 01 22 07 20 51 267       -3.97       7.28      27.58    -383.17     -40.78      21.37     415.08  124530.75
2012 01 22 07 21 05 246       -3.63       6.72      27.77    -383.40     -36.72      19.41     414.97  125693.75
2012 01 22 07 21 08 741       -3.56       7.07      27.62    -383.45     -35.70      18.92     414.95  125984.50
2012 01 22 07 21 23 577       -3.36       8.10      27.16    -383.14     -35.51      18.21     414.87  127327.41
2012 01 22 07 21 43 369       -3.56       7.44      27.39    -382.72     -35.25      17.26     414.76  129117.96
2012 01 22 07 22 03 167       -3.66       7.08      27.82    -382.30     -34.99      16.32     414.65  130908.51
2012 01 22 07 22 22 975       -3.26       5.17      28.65    -381.88     -34.74      15.37     414.54  132699.07
2012 01 22 07 22 27 928       -3.14       4.88      28.62    -381.78     -34.67      15.14     414.51  133146.70
2012 01 22 07 22 37 394       -2.02       3.41      27.96    -394.76     -11.19      -0.86     413.67  126328.55
2012 01 22 07 22 43 278       -1.81       3.53      27.85    -394.54     -11.51      -0.57     413.64  125442.80
2012 01 22 07 22 55 932       -1.18       3.90      27.51    -394.46     -12.18      -0.04     413.56  126047.19
2012 01 22 07 23 12 802       -1.36       4.62      27.12    -394.36     -13.07       0.66     413.45  126853.04
2012 01 22 07 23 29 675       -1.25       4.52      27.42    -394.26     -13.97       1.36     413.34  127658.89
2012 01 22 07 23 46 546       -1.99       5.31      27.48    -394.16     -14.87       2.07     413.23  128464.74
2012 01 22 07 23 50 764       -1.88       5.25      27.53    -394.13     -15.09       2.24     413.20  128666.20
2012 01 22 07 24 05 081       -1.54       5.07      27.68    -393.86     -15.45       2.74     413.12  130057.19
2012 01 22 07 24 24 173       -1.39       5.32      27.40    -393.50     -15.93       3.40     413.01  131911.84
2012 01 22 07 24 43 270       -0.94       4.80      27.02    -393.14     -16.41       4.07     412.90  133766.49
2012 01 22 07 25 02 376       -1.39       5.23      26.91    -392.78     -16.89       4.73     412.79  135621.13
2012 01 22 07 25 07 153       -1.34       5.33      26.90    -392.69     -17.00       4.90     412.77  136084.80
2012 01 22 07 25 10 664       -1.18       5.63      26.86    -393.68     -13.94       3.23     412.68  135556.35
2012 01 22 07 25 15 414       -1.71       0.02      27.59    -394.99      -9.86       1.01     412.57  134851.75
2012 01 22 07 25 20 236       -1.36       2.41      27.29    -396.31      -5.78      -1.21     412.47  134147.15
2012 01 22 07 25 25 135       -1.37       2.91      26.98    -397.62      -1.70      -3.43     412.36  133442.56
2012 01 22 07 25 26 370       -1.38       2.95      26.81    -397.95      -0.68      -3.98     412.33  133266.41
2012 01 22 07 25 33 760       -1.43       3.05      26.30    -398.50      -4.81      -0.25     412.25  133292.24
2012 01 22 07 25 43 634       -1.39       5.01      25.00    -399.23     -10.31       4.71     412.14  133326.69
2012 01 22 07 25 53 528       -0.69       5.18      24.51    -399.97     -15.82       9.68     412.03  133361.14
2012 01 22 07 26 03 447       -0.62       5.51      23.14    -400.70     -21.32      14.65     411.92  133395.59
2012 01 22 07 26 05 930       -0.64       5.65      23.36    -400.88     -22.70      15.89     411.89  133404.20
2012 01 22 07 26 40 200       -0.70       6.07      24.02    -398.21     -23.91      16.88     411.81  132762.30
2012 01 22 07 27 26 365       -0.57       6.51      23.52    -394.65     -25.53      18.21     411.70  131906.42
2012 01 22 07 28 13 078       -1.51       7.76      21.96    -391.08     -27.15      19.53     411.59  131050.55
2012 01 22 07 29 00 355       -1.25       7.70      22.76    -387.52     -28.76      20.85     411.48  130194.67
2012 01 22 07 29 12 265       -1.29       7.49      22.84    -386.63     -29.17      21.18     411.46  129980.70
2012 01 22 07 29 12 826       -0.57       4.03      20.64    -402.96      -6.60      21.66     410.50  138743.37
2012 01 22 07 29 49 874       -0.50       4.93      20.33    -400.41     -11.09      24.01     410.39  141180.79
2012 01 22 07 30 27 195       -0.07       4.77      20.55    -397.86     -15.59      26.36     410.28  143618.22
2012 01 22 07 31 04 788       -1.83       8.43      19.92    -395.30     -20.09      28.70     410.17  146055.64
2012 01 22 07 31 14 230       -1.75       8.44      20.04    -394.67     -21.21      29.29     410.15  146665.00
2012 01 22 07 31 16 030       -1.50       8.45      20.42    -395.86     -21.52      29.55     410.07  148068.01
2012 01 22 07 31 18 528       -1.49       7.72      20.22    -397.46     -21.92      29.89     409.96  149938.68
2012 01 22 07 31 21 131       -1.29       8.12      20.37    -399.06     -22.32      30.24     409.85  151809.36
2012 01 22 07 31 23 844       -1.43       8.24      19.87    -400.66     -22.73      30.58     409.74  153680.03
2012 01 22 07 31 24 538       -1.31       8.35      19.76    -401.05     -22.83      30.67     409.71  154147.70
2012 01 22 07 31 38 111       -0.94       8.68      19.43    -400.86     -20.85      29.47     409.63  154745.51
2012 01 22 07 31 56 213       -0.91       9.15      19.18    -400.61     -18.21      27.88     409.52  155542.58
2012 01 22 07 32 14 315       -0.47       9.57      19.10    -400.36     -15.57      26.28     409.41  156339.66
2012 01 22 07 32 32 423       -0.29       9.42      18.50    -400.10     -12.94      24.69     409.30  157136.73
2012 01 22 07 32 36 949       -0.63       9.19      18.46    -400.04     -12.28      24.29     409.27  157336.00
2012 01 22 07 32 47 745       -1.62       8.51      18.33    -400.19     -13.92      25.55     409.19  156724.79
2012 01 22 07 33 02 143       -1.95       8.89      18.00    -400.38     -16.11      27.24     409.08  155909.84
2012 01 22 07 33 16 541       -1.60       9.94      18.00    -400.57     -18.30      28.92     408.97  155094.89
2012 01 22 07 33 30 942       -1.86      10.19      17.14    -400.77     -20.49      30.61     408.87  154279.94
2012 01 22 07 33 34 542       -1.94       9.97      17.44    -400.81     -21.04      31.03     408.84  154076.20
2012 01 22 07 33 51 399       -2.17       9.31      18.34    -400.23     -20.31      30.36     408.76  152477.09
2012 01 22 07 34 13 897       -2.13       9.47      18.27    -399.45     -19.32      29.47     408.65  150344.94
2012 01 22 07 34 36 422       -2.55      11.06      16.73    -398.67     -18.34      28.57     408.54  148212.78
2012 01 22 07 34 58 971       -2.20      11.93      14.80    -397.89     -17.36      27.68     408.43  146080.63
2012 01 22 07 35 04 613       -2.03      11.97      14.45    -397.69     -17.11      27.45     408.40  145547.59
2012 01 22 07 35 27 111       -1.54      12.11      13.38    -396.45     -16.74      26.91     408.32  146021.97
2012 01 22 07 35 57 208       -1.54      12.84      12.37    -394.79     -16.25      26.19     408.21  146654.47
2012 01 22 07 36 27 426       -1.20      13.24      11.88    -393.13     -15.75      25.46     408.10  147286.97
2012 01 22 07 36 57 762       -1.53      12.95      12.39    -391.47     -15.26      24.74     407.99  147919.47
2012 01 22 07 37 05 366       -1.66      12.84      12.53    -391.05     -15.14      24.56     407.97  148077.59
2012 01 22 07 37 10 250       -2.06      12.50      12.96    -391.88     -15.17      25.22     407.88  149334.24
2012 01 22 07 37 16 805       -2.05      12.73      12.03    -392.97     -15.21      26.10     407.77  151009.77
2012 01 22 07 37 23 415       -2.30      12.49      11.43    -394.06     -15.25      26.98     407.67  152685.29
2012 01 22 07 37 30 074       -2.21      12.10      12.55    -395.16     -15.30      27.87     407.56  154360.82
2012 01 22 07 37 31 747       -2.17      12.09      12.45    -395.43     -15.31      28.09     407.53  154779.70
2012 01 22 07 37 43 387       -2.03      12.05      12.14    -395.47     -12.95      25.26     407.45  154698.65
2012 01 22 07 37 58 905       -2.69      10.51      14.58    -395.53      -9.80      21.50     407.34  154590.57
2012 01 22 07 38 14 422       -2.52       9.20      16.32    -395.59      -6.65      17.74     407.23  154482.50
2012 01 22 07 38 29 942       -2.13       7.99      15.26    -395.64      -3.50      13.98     407.12  154374.42
2012 01 22 07 38 33 822       -2.18       8.14      15.55    -395.66      -2.71      13.04     407.09  154347.41
2012 01 22 07 38 49 544       -2.34       8.60      16.40    -395.22      -4.66      14.64     407.01  155438.22
2012 01 22 07 39 10 516       -1.97       8.70      16.28    -394.64      -7.26      16.79     406.90  156892.64
2012 01 22 07 39 31 502       -1.75       9.64      15.62    -394.05      -9.86      18.93     406.79  158347.07
2012 01 22 07 39 52 506       -1.62      10.06      15.24    -393.47     -12.45      21.07     406.68  159801.49
2012 01 22 07 39 57 759       -1.66      10.02      14.95    -393.32     -13.10      21.61     406.66  160165.09
2012 01 22 07 39 59 475       -1.78       9.89      14.09    -394.52     -12.58      21.40     406.57  160296.53
2012 01 22 07 40 01 861       -1.94      10.26      13.81    -396.12     -11.89      21.12     406.47  160471.78
2012 01 22 07 40 04 355       -1.82       9.57      15.24    -397.72     -11.19      20.84     406.36  160647.03
2012 01 22 07 40 06 960       -3.48      11.53      13.08    -399.32     -10.50      20.56     406.25  160822.28
2012 01 22 07 40 07 627       -3.49      11.75      12.86    -399.72     -10.33      20.49     406.22  160866.09
2012 01 22 07 40 28 644       -3.55      12.39      12.21    -398.64     -11.90      23.00     406.14  159374.66
2012 01 22 07 40 56 745       -3.96      13.29      12.13    -397.20     -13.99      26.34     406.03  157386.09
2012 01 22 07 41 24 931       -3.73      13.13      10.24    -395.76     -16.09      29.69     405.92  155397.51
2012 01 22 07 41 53 207       -3.78      12.89      10.05    -394.32     -18.18      33.03     405.81  153408.94
2012 01 22 07 42 00 291       -3.75      12.89      10.13    -393.96     -18.71      33.87     405.78  152911.80
2012 01 22 07 42 16 015       -3.68      12.90      10.36    -393.53     -18.82      34.34     405.70  153131.73
2012 01 22 07 42 36 994       -4.40      12.58      10.86    -392.95     -18.96      34.98     405.59  153424.98
2012 01 22 07 42 57 984       -3.27      12.07      12.85    -392.37     -19.11      35.61     405.48  153718.23
2012 01 22 07 43 18 990       -2.28      11.22      15.46    -391.79     -19.26      36.25     405.37  154011.48
2012 01 22 07 43 24 244       -2.61      11.78      14.94    -391.65     -19.30      36.41     405.35  154084.80
2012 01 22 07 43 51 086       -0.60      12.74      16.92    -401.24     -20.05      25.94     404.61  156215.27
2012 01 22 07 44 21 237       -3.19      14.37      15.08    -399.53     -23.06      28.77     404.50  155362.94
2012 01 22 07 44 28 793       -3.01      14.24      15.24    -399.11     -23.82      29.48     404.47  155149.85
2012 01 22 07 44 51 508       -2.47      13.87      15.73    -397.83     -26.08      31.61     404.39  154510.60
2012 01 22 07 45 21 905       -0.84      13.15      16.54    -396.12     -29.09      34.44     404.28  153658.26
2012 01 22 07 45 52 426       -2.81      13.29      15.66    -394.42     -32.11      37.28     404.17  152805.92
2012 01 22 07 46 23 071       -2.55      12.77      16.23    -392.71     -35.12      40.12     404.06  151953.58
2012 01 22 07 46 30 753       -2.41      12.73      16.31    -392.28     -35.88      40.83     404.04  151740.50
2012 01 22 07 46 44 656       -2.65      16.01       2.17    -399.60     -13.45      32.87     403.52  142890.83
2012 01 22 07 47 09 537       -1.93      16.44      -9.50    -398.54     -14.73      32.10     403.41  137496.73
2012 01 22 07 47 34 462       -1.45      18.74      -2.58    -397.48     -16.02      31.33     403.30  132102.63
2012 01 22 07 47 59 439       -1.83      18.80       0.19    -396.41     -17.30      30.57     403.19  126708.53
2012 01 22 07 48 05 689       -1.24      18.65       1.31    -396.15     -17.62      30.37     403.16  125360.00
2012 01 22 07 48 08 219        0.51      18.19       4.67    -397.27     -18.95      30.23     403.08  132147.20
2012 01 22 07 48 11 675        0.20      18.65       2.35    -398.76     -20.72      30.03     402.97  141196.80
2012 01 22 07 48 15 226       -0.33      18.59      -3.77    -400.26     -22.48      29.83     402.86  150246.40
2012 01 22 07 48 18 871       -4.96      16.07      -2.93    -401.75     -24.25      29.64     402.76  159296.01
2012 01 22 07 48 19 796       -4.67      16.60      -2.04    -402.12     -24.69      29.59     402.73  161558.41
2012 01 22 07 48 39 640       -3.79      18.20       0.62    -401.17     -23.23      29.00     402.65  155475.47
2012 01 22 07 49 06 157       -3.46      17.88      -4.78    -399.90     -21.28      28.23     402.54  147364.90
2012 01 22 07 49 32 744       -3.21      17.77      -6.87    -398.64     -19.32      27.45     402.43  139254.32
2012 01 22 07 49 59 396       -4.33      16.88      -8.36    -397.37     -17.37      26.67     402.32  131143.75
2012 01 22 07 50 06 070       -4.46      16.54      -8.93    -397.05     -16.88      26.47     402.29  129116.10
2012 01 22 07 50 11 055       -4.85      15.52     -10.62    -397.88     -19.56      27.12     402.21  126314.44
2012 01 22 07 50 17 744       -6.02      14.39     -12.64    -398.99     -23.14      27.99     402.10  122578.89
2012 01 22 07 50 24 487       -3.75      16.31      -9.20    -400.11     -26.71      28.86     401.99  118843.34
2012 01 22 07 50 31 279       -1.92      17.92      -4.98    -401.22     -30.29      29.72     401.88  115107.79
2012 01 22 07 50 32 986       -1.93      17.96      -3.82    -401.49     -31.18      29.94     401.86  114173.90
2012 01 22 07 50 53 088       -1.95      18.08      -0.35    -400.52     -30.10      31.24     401.77  116852.37
2012 01 22 07 51 19 951       -1.12      18.49       0.12    -399.21     -28.66      32.99     401.66  120423.67
2012 01 22 07 51 46 888       -2.41      18.20      -3.61    -397.90     -27.22      34.73     401.56  123994.98
2012 01 22 07 52 13 894       -2.54      17.78      -4.68    -396.60     -25.77      36.47     401.45  127566.28
2012 01 22 07 52 20 657       -2.60      18.02      -4.05    -396.27     -25.41      36.90     401.42  128459.10
2012 01 22 07 52 29 733       -2.79      18.74      -2.19    -396.62     -23.23      34.62     401.34  131509.93
2012 01 22 07 52 41 839       -2.76      18.42      -3.85    -397.08     -20.31      31.58     401.23  135577.71
2012 01 22 07 52 53 955       -2.42      18.24      -6.16    -397.54     -17.40      28.53     401.12  139645.48
2012 01 22 07 53 06 082       -2.74      18.03      -6.44    -398.00     -14.48      25.49     401.01  143713.26
2012 01 22 07 53 09 114       -2.79      18.23      -5.81    -398.12     -13.75      24.73     400.98  144730.20
2012 01 22 07 53 16 460       -2.95      18.83      -3.93    -398.67     -14.96      25.35     400.90  140140.71
2012 01 22 07 53 26 277       -3.70      20.80      -2.65    -399.41     -16.57      26.18     400.79  134021.38
2012 01 22 07 53 36 114       -3.62      20.83      -4.45    -400.15     -18.18      27.01     400.68  127902.06
2012 01 22 07 53 45 976       -3.12      21.17      -5.80    -400.89     -19.80      27.84     400.57  121782.73
2012 01 22 07 53 48 445       -3.12      20.84      -6.29    -401.08     -20.20      28.05     400.55  120252.90
2012 01 22 07 54 13 290       -3.10      19.84      -7.75    -399.53     -20.60      27.48     400.46  122480.51
2012 01 22 07 54 46 575       -3.35      18.09     -10.31    -397.47     -21.13      26.73     400.36  125450.66
2012 01 22 07 55 20 037       -2.18      17.89     -10.54    -395.40     -21.66      25.97     400.25  128420.81
2012 01 22 07 55 53 686        0.44      15.59     -16.51    -393.34     -22.19      25.21     400.14  131390.96
2012 01 22 07 56 02 126        0.86      15.53     -16.90    -392.83     -22.32      25.02     400.11  132133.50
2012 01 22 07 56 10 537       -5.99      19.41     -10.81    -406.71     -33.40      41.93     399.26  103846.78
2012 01 22 07 56 14 042       -6.02      19.48     -10.98    -406.77     -34.71      42.76     399.24  101319.40
2012 01 22 07 56 36 144       -6.09      19.67     -11.51    -405.52     -34.72      42.55     399.16   97962.77
2012 01 22 07 57 05 708       -7.88      20.43     -11.41    -403.85     -34.73      42.27     399.05   93487.27
2012 01 22 07 57 35 387       -6.71      20.71     -11.81    -402.18     -34.74      41.99     398.94   89011.77
2012 01 22 07 58 05 178       -8.26      21.28     -11.74    -400.51     -34.75      41.71     398.83   84536.27
2012 01 22 07 58 12 644       -8.15      21.10     -11.67    -400.09     -34.76      41.64     398.80   83417.40
2012 01 22 07 58 29 189       -7.83      20.54     -11.45    -399.55     -35.70      41.97     398.72   83803.14
2012 01 22 07 58 51 267       -7.89      20.04     -11.55    -398.82     -36.95      42.40     398.61   84317.47
2012 01 22 07 59 13 368       -9.11      20.68     -11.64    -398.09     -38.21      42.84     398.50   84831.80
2012 01 22 07 59 35 490       -8.86      20.38     -11.71    -397.36     -39.47      43.28     398.39   85346.12
2012 01 22 07 59 41 024       -8.85      20.42     -11.66    -397.18     -39.78      43.38     398.36   85474.70
2012 01 22 07 59 49 829       -8.79      20.54     -11.48    -397.56     -38.97      43.24     398.28   85627.57
2012 01 22 08 00 01 580       -8.71      20.90     -11.48    -398.06     -37.88      43.05     398.17   85831.40
2012 01 22 08 00 13 340       -8.55      20.71     -11.94    -398.57     -36.80      42.85     398.06   86035.22
2012 01 22 08 00 25 113       -8.90      20.30     -12.35    -399.08     -35.72      42.66     397.96   86239.04
2012 01 22 08 00 28 057       -8.88      20.42     -12.37    -399.20     -35.44      42.61     397.93   86290.00
2012 01 22 08 00 41 833       -8.80      20.77     -12.45    -398.99     -35.07      42.52     397.85   86893.36
2012 01 22 08 01 00 206       -9.11      20.76     -12.01    -398.71     -34.58      42.39     397.74   87697.83
2012 01 22 08 01 18 580       -9.34      20.67     -11.77    -398.42     -34.08      42.27     397.63   88502.31
2012 01 22 08 01 36 960       -9.39      20.58     -12.09    -398.14     -33.59      42.15     397.52   89306.78
2012 01 22 08 01 41 555       -9.46      20.34     -12.48    -398.07     -33.46      42.12     397.49   89507.90
2012 01 22 08 01 54 325       -9.66      19.63     -13.65    -397.98     -33.68      42.24     397.41   89719.04
2012 01 22 08 02 11 354       -9.57      19.77     -13.81    -397.85     -33.97      42.40     397.30   90000.57
2012 01 22 08 02 28 382       -7.97      20.99     -12.64    -397.73     -34.25      42.56     397.19   90282.09
2012 01 22 08 02 45 412       -6.05      21.82     -11.26    -397.61     -34.54      42.72     397.08   90563.62
2012 01 22 08 02 49 670       -6.10      21.82     -11.22    -397.58     -34.61      42.76     397.06   90634.00
2012 01 22 08 02 56 458       -6.25      21.79     -11.10    -398.20     -33.93      42.71     396.97   89594.33
2012 01 22 08 03 05 535       -6.05      21.78     -11.14    -399.03     -33.02      42.63     396.86   88208.11
2012 01 22 08 03 14 643       -5.88      21.76     -10.95    -399.85     -32.11      42.56     396.76   86821.88
2012 01 22 08 03 23 777       -5.58      21.64     -11.06    -400.68     -31.20      42.49     396.65   85435.66
2012 01 22 08 03 26 065       -5.64      21.62     -11.02    -400.89     -30.97      42.47     396.62   85089.10
2012 01 22 08 03 40 944       -5.84      21.55     -10.89    -400.54     -31.31      42.72     396.54   83848.47
2012 01 22 08 04 00 787       -5.54      21.62     -10.64    -400.08     -31.76      43.06     396.43   82194.29
2012 01 22 08 04 20 642       -5.39      21.66     -10.37    -399.61     -32.22      43.40     396.32   80540.12
2012 01 22 08 04 40 503       -5.68      21.13     -11.14    -399.15     -32.67      43.73     396.21   78885.94
2012 01 22 08 04 45 470       -5.68      21.05     -11.24    -399.04     -32.78      43.82     396.18   78472.40
2012 01 22 08 05 01 083       -5.70      20.79     -11.56    -398.60     -32.49      43.47     396.10   79636.46
2012 01 22 08 05 21 910       -5.97      20.76     -11.35    -398.03     -32.11      43.01     395.99   81188.53
2012 01 22 08 05 42 754       -6.14      20.78     -10.94    -397.45     -31.72      42.54     395.88   82740.61
2012 01 22 08 06 03 609       -5.83      21.03     -10.30    -396.88     -31.34      42.08     395.77   84292.68
2012 01 22 08 06 08 826       -5.84      21.08     -10.17    -396.73     -31.24      41.96     395.75   84680.70
2012 01 22 08 06 24 919       -5.88      21.24      -9.79    -396.25     -31.35      41.78     395.66   85285.73
2012 01 22 08 06 46 390       -6.74      21.36      -9.14    -395.60     -31.50      41.53     395.56   86092.43
2012 01 22 08 07 07 879       -7.40      21.50      -8.44    -394.96     -31.65      41.28     395.45   86899.13
2012 01 22 08 07 29 389       -7.19      21.79      -8.61    -394.31     -31.80      41.04     395.34   87705.83
2012 01 22 08 07 34 768       -6.49      21.73      -8.92    -394.15     -31.84      40.98     395.31   87907.50
2012 01 22 08 07 42 269       -4.40      21.55      -9.86    -394.68     -32.65      41.49     395.23   87423.24
2012 01 22 08 07 52 292       -4.68      21.55      -9.36    -395.38     -33.73      42.18     395.12   86777.57
2012 01 22 08 08 02 334       -4.62      21.51      -9.47    -396.08     -34.80      42.87     395.01   86131.89
2012 01 22 08 08 12 399       -4.77      21.56      -8.90    -396.78     -35.88      43.56     394.90   85486.22
2012 01 22 08 08 14 918       -4.74      21.60      -8.68    -396.96     -36.15      43.73     394.87   85324.80
2012 01 22 08 08 23 621       -4.68      21.74      -8.03    -397.35     -35.60      42.95     394.79   83423.55
2012 01 22 08 08 35 238       -4.85      21.73      -7.61    -397.87     -34.87      41.91     394.68   80888.55
2012 01 22 08 08 46 864       -4.80      22.07      -6.55    -398.39     -34.13      40.87     394.57   78353.55
2012 01 22 08 08 58 503       -5.20      21.96      -7.11    -398.91     -33.40      39.83     394.46   75818.55
2012 01 22 08 09 01 414       -5.20      21.77      -6.81    -399.04     -33.21      39.57     394.44   75184.80
2012 01 22 08 09 09 289       -5.21      21.20      -5.91    -399.54     -26.57      34.32     394.36   78449.94
2012 01 22 08 09 19 807       -2.25      12.94     -19.35    -400.20     -17.71      27.32     394.25   82803.47
2012 01 22 08 09 30 341       -1.68      12.72     -21.98    -400.86      -8.85      20.32     394.14   87156.99
2012 01 22 08 09 40 893       -0.74      13.14     -21.96    -401.52       0.00      13.32     394.03   91510.52
2012 01 22 08 09 43 534       -0.53      13.20     -22.14    -401.68       2.22      11.57     394.00   92598.90
2012 01 22 08 09 49 572        0.09      13.38     -22.69    -402.41       3.64      10.11     393.92   91182.11
2012 01 22 08 09 57 654       -0.62      12.60     -22.43    -403.37       5.53       8.16     393.81   89293.06
2012 01 22 08 10 05 776       -1.07      13.69     -21.59    -404.34       7.42       6.21     393.70   87404.01
2012 01 22 08 10 13 933       -3.02       7.24     -24.06    -405.30       9.31       4.26     393.59   85514.97
2012 01 22 08 10 15 979       -2.87       7.53     -24.05    -405.55       9.78       3.77     393.56   85042.70
2012 01 22 08 10 36 663       -2.40       8.38     -24.00    -404.48       9.13       5.08     393.48   87571.40
2012 01 22 08 11 04 310       -1.93      11.29     -22.61    -403.05       8.27       6.82     393.37   90943.00
2012 01 22 08 11 32 043       -1.78      10.70     -22.93    -401.62       7.41       8.57     393.26   94314.60
2012 01 22 08 11 59 857       -2.26      10.47     -22.85    -400.19       6.55      10.31     393.15   97686.20
2012 01 22 08 12 06 825       -2.28      10.83     -22.54    -399.84       6.33      10.74     393.13   98529.10
2012 01 22 08 12 16 415       -2.35      11.90     -21.61    -400.13       5.33      11.09     393.05   98297.54
2012 01 22 08 12 29 205       -2.13      10.83     -22.15    -400.51       4.00      11.54     392.94   97988.79
2012 01 22 08 12 42 003       -2.07      11.03     -22.33    -400.90       2.67      12.00     392.83   97680.04
2012 01 22 08 12 54 805       -2.28      11.55     -22.65    -401.29       1.34      12.45     392.72   97371.29
2012 01 22 08 12 58 007       -2.55      11.74     -22.06    -401.38       1.01      12.56     392.69   97294.10
2012 01 22 08 13 12 069       -3.37      12.32     -20.27    -401.13       1.93      12.14     392.61   99668.94
2012 01 22 08 13 30 824       -4.38      14.16     -19.30    -400.80       3.15      11.57     392.50  102835.39
2012 01 22 08 13 49 582       -4.86      15.84     -17.30    -400.47       4.38      11.00     392.39  106001.84
2012 01 22 08 14 08 346       -5.77      17.16     -14.47    -400.14       5.61      10.42     392.28  109168.29
2012 01 22 08 14 13 038       -5.65      17.06     -14.65    -400.05       5.91      10.28     392.25  109959.90
2012 01 22 08 14 24 940       -5.30      16.77     -15.19    -400.06       7.03       9.57     392.17  110197.41
2012 01 22 08 14 40 811       -4.77      18.17     -13.26    -400.08       8.53       8.63     392.06  110514.08
2012 01 22 08 14 56 680       -4.76      18.49     -14.18    -400.10      10.03       7.68     391.95  110830.76
2012 01 22 08 15 12 552       -4.32      18.80     -16.03    -400.11      11.52       6.73     391.85  111147.43
2012 01 22 08 15 16 519       -4.48      18.46     -16.56    -400.11      11.90       6.50     391.82  111226.60
2012 01 22 08 15 22 350       -4.97      17.44     -18.15    -400.86       9.35       9.07     391.74  113017.47
2012 01 22 08 15 30 163       -4.62      17.38     -19.07    -401.85       5.96      12.51     391.63  115405.29
2012 01 22 08 15 38 014       -5.27      16.69     -18.60    -402.84       2.57      15.94     391.52  117793.12
2012 01 22 08 15 45 907       -5.09      16.47     -18.84    -403.83      -0.82      19.38     391.41  120180.94
2012 01 22 08 15 47 886       -5.17      16.38     -19.03    -404.08      -1.67      20.24     391.38  120777.90
2012 01 22 08 16 02 742       -5.41      16.13     -19.61    -403.73      -1.78      19.95     391.30  120045.93
2012 01 22 08 16 22 558       -5.76      16.39     -19.99    -403.26      -1.92      19.57     391.19  119069.97
2012 01 22 08 16 42 384       -5.94      15.45     -20.03    -402.80      -2.07      19.19     391.08  118094.00
2012 01 22 08 17 02 218       -5.47      16.30     -19.32    -402.33      -2.21      18.81     390.97  117118.04
2012 01 22 08 17 07 178       -5.18      16.74     -18.70    -402.21      -2.25      18.71     390.95  116874.05
2012 01 22 08 17 22 062       -4.29      18.05     -16.84    -401.86      -2.36      18.43     390.86  116142.08
2012 01 22 08 17 41 913       -4.94      18.30     -15.97    -401.40      -2.50      18.05     390.75  115166.12
2012 01 22 08 18 01 776       -4.98      18.21     -15.79    -400.93      -2.65      17.67     390.65  114190.16
2012 01 22 08 18 21 645       -4.51      18.66     -15.58    -400.46      -2.79      17.29     390.54  113214.19
2012 01 22 08 18 26 614       -4.33      18.69     -15.61    -400.35      -2.83      17.19     390.51  112970.20
2012 01 22 08 18 39 600       -3.77      18.80     -15.69    -400.23      -1.96      16.35     390.43  113584.19
2012 01 22 08 18 56 912       -3.87      18.79     -15.63    -400.07      -0.80      15.23     390.32  114402.84
