Time,BX,BY,BZ,VX,VY,VZ,X,NP,ID
2016-05-06 12:53:54,5.4679999351501465,-8.081000328063965,-3.0940001010894775,-398.8492431640625,14.493999481201172,-17.6820011138916,1542157.25,9.226099967956543,71
2016-05-06 12:55:39,5.747000217437744,-5.835000038146973,-5.644000053405762,-394.6335144042969,14.061859130859375,-19.01768684387207,1542161.25,9.995115280151367,71
2016-05-06 12:55:56,3.941999912261963,-7.866000175476074,2.809000015258789,-395.8520812988281,12.73062515258789,-18.536155700683594,1542162.0,10.206137657165527,71
2016-05-06 12:57:33,1.4199999570846558,-9.067999839782715,1.2139999866485596,-409.45001220703125,12.385875701904297,-1.50892174243927,1542165.125,10.745628356933594,71
2016-05-06 12:58:19,4.570000171661377,-8.746999740600586,-0.28200000524520874,-408.2497863769531,10.381062507629395,3.909531354904175,1542166.5,10.662750244140625,71
2016-05-06 12:59:37,5.228000164031982,-7.98199987411499,-0.8980000019073486,-404.9036560058594,12.21751594543457,-4.4105000495910645,1542169.5,10.467594146728516,71
2016-05-06 13:00:45,5.1020002365112305,-8.052000045776367,-1.4919999837875366,-406.6143493652344,8.534812927246094,-0.7498281002044678,1542172.125,11.309110641479492,71
2016-05-06 13:02:17,4.441999912261963,-8.680999755859375,-0.4429999887943268,-407.50531005859375,13.434499740600586,-6.706359386444092,1542175.0,11.127792358398438,71
2016-05-06 13:03:35,3.5260000228881836,-9.331000328063965,0.44200000166893005,-412.2115173339844,5.336765289306641,1.991843819618225,1542177.625,10.394696235656738,71
2016-05-06 13:04:15,2.9509999752044678,-9.237000465393066,-0.28200000524520874,-416.0777587890625,6.56989049911499,-1.319406270980835,1542179.5,10.754071235656738,71
2016-05-06 13:04:17,3.121999979019165,-9.28600025177002,-0.2460000067949295,-416.2710876464844,6.631546974182129,-1.4849687814712524,1542179.625,10.772040367126465,71
2016-05-06 13:04:58,3.3989999294281006,-9.190999984741211,0.2540000081062317,-416.96923828125,7.046750068664551,-1.724500060081482,1542181.0,11.028324127197266,71
2016-05-06 13:05:32,2.328000068664551,-9.598999977111816,-0.3230000138282776,-416.7867736816406,7.193109512329102,-1.187406301498413,1542182.0,11.214714050292969,71
2016-05-06 13:06:32,3.1989998817443848,-9.34000015258789,-0.9359999895095825,-416.4647521972656,7.451390743255615,-0.2395937591791153,1542184.0,11.543635368347168,71
2016-05-06 13:06:42,1.8700000047683716,-9.79699993133545,0.13500000536441803,-416.67999267578125,7.983375072479248,0.5707499980926514,1542184.25,11.589799880981445,71
2016-05-06 13:07:07,1.6549999713897705,-9.82800006866455,1.8450000286102295,-417.3862609863281,9.618922233581543,3.0043437480926514,1542185.0,11.699799537658691,71
2016-05-06 13:08:00,,,,,,,,,71
2016-05-06 13:08:01,4.4039998054504395,-9.010000228881836,-0.06800000369548798,-416.0040588378906,11.121953010559082,5.0376715660095215,1542187.125,12.05717945098877,71
2016-05-06 13:08:40,2.809999942779541,-8.99899959564209,1.7760000228881836,-412.17535400390625,10.231656074523926,3.368593692779541,1542188.875,12.431884765625,71
2016-05-06 13:09:10,1.9759999513626099,-8.97700023651123,2.5759999752044678,-413.7386169433594,10.497062683105469,6.587437629699707,1542189.875,12.378649711608887,71
2016-05-06 13:09:41,2.0899999141693115,-8.822999954223633,2.9690001010894775,-415.6867980957031,10.841453552246094,10.245922088623047,1542190.875,12.298437118530273,71
2016-05-06 13:10:00,,,,,,,,,71
2016-05-06 13:11:20,3.063999891281128,-9.711999893188477,1.4019999504089355,-416.1875305175781,5.239874839782715,13.848438262939453,1542194.375,11.735953330993652,71
2016-05-06 13:12:00,,,,,,,,,71
2016-05-06 13:13:58,4.831999778747559,-8.355999946594238,-1.7000000476837158,-409.4547424316406,11.770062446594238,-1.6057500839233398,1542199.875,12.101156234741211,71
2016-05-06 13:15:14,7.831999778747559,-4.830999851226807,-3.319999933242798,-406.7018737792969,8.963624954223633,-4.9746246337890625,1542202.25,9.750650405883789,71
2016-05-06 13:15:25,8.020999908447266,-3.9059998989105225,-4.4079999923706055,-405.9715881347656,8.598734855651855,-3.967609167098999,1542202.625,10.02929401397705,71
2016-05-06 13:16:05,7.132999897003174,-5.9710001945495605,-2.9749999046325684,-403.3159484863281,7.271859169006348,-0.3057343661785126,1542203.875,11.042543411254883,71
2016-05-06 13:17:27,6.800000190734863,-6.105000019073486,-2.2699999809265137,-405.8140563964844,9.982608795166016,-2.0339999198913574,1542207.375,11.181187629699707,71
2016-05-06 13:18:29,6.314000129699707,-7.27400016784668,-2.9040000438690186,-407.071533203125,8.255890846252441,-0.9482969045639038,1542209.375,10.708586692810059,71
2016-05-06 13:19:25,4.994999885559082,-8.57800006866455,-1.74399995803833,-403.1999816894531,7.919390678405762,-0.3892812430858612,1542211.125,10.602957725524902,71
2016-05-06 13:20:34,5.383999824523926,-8.24899959564209,-1.0240000486373901,-407.6255187988281,10.27750015258789,-0.03199998661875725,1542214.25,10.996137619018555,71
2016-05-06 13:21:32,5.047999858856201,-8.300999641418457,-0.13199999928474426,-409.77789306640625,7.830812454223633,3.0235939025878906,1542216.0,11.106843948364258,71
2016-05-06 13:22:14,4.879000186920166,-9.074999809265137,-0.800000011920929,-408.15826416015625,2.5348751544952393,4.863062381744385,1542217.375,10.206862449645996,71
2016-05-06 13:23:44,3.552999973297119,-9.717000007629395,-0.9779999852180481,-410.3199157714844,0.827875018119812,4.46246862411499,1542220.25,9.986809730529785,71
2016-05-06 13:25:57,2.9860000610351562,-9.586000442504883,-1.3259999752044678,-412.4586181640625,4.240015506744385,3.455484390258789,1542225.375,10.749711990356445,71
2016-05-06 13:27:05,3.0260000228881836,-9.387999534606934,0.17299999296665192,-413.25445556640625,10.033734321594238,1.3043750524520874,1542227.5,12.42393684387207,71
2016-05-06 13:30:08,2.181999921798706,-9.137999534606934,2.4140000343322754,-415.587646484375,11.319687843322754,2.8635001182556152,1542234.25,12.0578031539917,71
2016-05-06 13:31:15,4.791999816894531,-8.677000045776367,-3.0139999389648438,-413.9364013671875,11.758891105651855,1.9240626096725464,1542236.25,11.130925178527832,71
2016-05-06 13:31:49,5.057000160217285,-8.51099967956543,-3.059999942779541,-410.3037109375,5.358922004699707,1.0591875314712524,1542237.375,10.397375106811523,71
2016-05-06 13:33:24,4.883999824523926,-9.246999740600586,-1.1749999523162842,-404.9829406738281,-1.2660624980926514,-1.506500005722046,1542241.25,8.822578430175781,71
2016-05-06 13:34:07,4.880000114440918,-9.256999969482422,-1.5390000343322754,-405.9544677734375,-6.637031078338623,4.416749954223633,1542242.625,8.650914192199707,71
2016-05-06 13:35:05,4.966000080108643,-8.906000137329102,-2.8299999237060547,-404.681396484375,-3.9917654991149902,0.38600003719329834,1542244.5,8.429207801818848,71
2016-05-06 13:36:02,5.631999969482422,-8.03499984741211,-3.6429998874664307,-404.7960205078125,-3.075500011444092,-0.8981249928474426,1542246.875,8.461586952209473,71
2016-05-06 13:36:50,5.196000099182129,-8.847000122070312,-3.5399999618530273,-404.84552001953125,-2.820499897003174,-2.0013749599456787,1542248.75,8.44336223602295,71
2016-05-06 13:37:38,5.875999927520752,-8.156000137329102,-3.6459999084472656,-403.96807861328125,-1.3985000848770142,-5.308874607086182,1542250.25,8.334087371826172,71
2016-05-06 13:39:09,5.610000133514404,-7.859000205993652,-4.421999931335449,-400.6131591796875,3.828312397003174,-13.804577827453613,1542253.125,8.536419868469238,71
2016-05-06 13:40:00,,,,,,,,,71
2016-05-06 13:40:06,6.258999824523926,-6.565999984741211,-4.885000228881836,-399.32611083984375,4.637812614440918,-16.38512420654297,1542255.25,8.660400390625,71
2016-05-06 13:40:46,5.085000038146973,-7.364999771118164,-4.875999927520752,-399.1188049316406,3.3494999408721924,-15.883749961853027,1542257.125,8.694719314575195,71
2016-05-06 13:41:27,5.364999771118164,-7.056000232696533,-5.363999843597412,-399.8651428222656,1.4276249408721924,-12.416687965393066,1542258.375,8.262361526489258,71
2016-05-06 13:42:15,5.611999988555908,-6.663000106811523,-5.598999977111816,-398.1841735839844,2.2171874046325684,-14.10603141784668,1542259.875,8.15434741973877,71
2016-05-06 13:43:08,5.563000202178955,-6.578000068664551,-5.228000164031982,-395.0857849121094,5.024062156677246,-17.42615509033203,1542261.5,8.116372108459473,71
2016-05-06 13:44:10,6.918000221252441,-5.498000144958496,-5.166999816894531,-395.2755126953125,4.820499897003174,-13.075750350952148,1542263.75,7.932925224304199,71
2016-05-06 13:45:05,5.743000030517578,-6.379000186920166,-5.843999862670898,-400.6177062988281,-1.794171929359436,-5.066468715667725,1542266.25,8.475688934326172,71
2016-05-06 13:45:49,6.132999897003174,-6.349999904632568,-5.105000019073486,-399.1890869140625,-1.9901094436645508,-5.0568437576293945,1542267.625,8.145620346069336,71
2016-05-06 13:46:45,5.985000133514404,-6.659999847412109,-4.203999996185303,-399.99786376953125,-2.852234363555908,-3.2789061069488525,1542269.375,8.101380348205566,71
2016-05-06 13:47:53,6.0229997634887695,-6.5329999923706055,-4.1020002365112305,-401.3877258300781,-1.6014686822891235,-6.006031513214111,1542271.5,7.932276725769043,71
2016-05-06 13:48:32,5.947999954223633,-6.6479997634887695,-3.9739999771118164,-401.5685119628906,-2.8185625076293945,-4.590718746185303,1542273.0,7.936740875244141,71
2016-05-06 13:49:46,6.442999839782715,-6.349999904632568,-4.119999885559082,-402.91448974609375,-4.7795000076293945,-3.4649999141693115,1542276.0,8.121399879455566,71
2016-05-06 13:50:39,5.855999946594238,-6.627999782562256,-3.98799991607666,-403.74139404296875,-3.290203094482422,-7.636202812194824,1542277.625,8.112071990966797,71
2016-05-06 13:51:20,6.026000022888184,-6.636000156402588,-3.4600000381469727,-402.33843994140625,-3.3062186241149902,-7.8572187423706055,1542279.0,8.013031005859375,71
2016-05-06 13:52:02,5.697999954223633,-6.895999908447266,-3.561000108718872,-401.9462585449219,-4.890125274658203,-3.3617501258850098,1542280.875,8.31138801574707,71
2016-05-06 13:52:42,5.831999778747559,-6.708000183105469,-3.4159998893737793,-401.47601318359375,-4.323750019073486,-2.2477500438690186,1542282.5,8.384775161743164,71
